NumeroDocumento;DataDocumento;Oggetto;LinkDocumento;Dipartimento;DirezioneGenerale;Unita'OrganizzativaDirigenziale
630;09/10/2018;POC Campania 2014-2020. Progetto di efficientamento delle postazioni di lavoro mediante virtualizzazione dei desktop con infrastrutture elaborative iperconvergenti e distribuite geograficamente secondo il paradigma Cloud - I Fase. Programmazione intervento e variazione compensativa tra i capitoli di titolarita' dell'Ufficio di Staff 50.10.92.;http://trasparenza.regione.campania.it/TRASP_DG20180000630ver03.pdf;50;10;0
631;09/10/2018;POR Campania FSE 2014-2020. Iscrizione, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018, nel bilancio previsione per il triennio 2018/2020, nel Documento Tecnico di Accompagnamento al Bilancio di Previsione Finanziario per il triennio 2018-2020 e nel Bilancio Gestionale 2018-2020 della Regione Campania.;http://trasparenza.regione.campania.it/PD20180021881_006909685.pdf;50;1;1
631;09/10/2018;POR Campania FSE 2014-2020. Iscrizione, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018, nel bilancio previsione per il triennio 2018/2020, nel Documento Tecnico di Accompagnamento al Bilancio di Previsione Finanziario per il triennio 2018-2020 e nel Bilancio Gestionale 2018-2020 della Regione Campania.;http://trasparenza.regione.campania.it/TRASP_DG20180000631ver06.pdf;50;1;1
632;09/10/2018;Variazione di bilancio ai sensi del Regolamento 5/2018 per prestazioni tecnico professionali in favore di societa partecipate regionali.;http://trasparenza.regione.campania.it/PD20180021968_006907709.pdf;60;10;0
632;09/10/2018;Variazione di bilancio ai sensi del Regolamento 5/2018 per prestazioni tecnico professionali in favore di societa partecipate regionali.;http://trasparenza.regione.campania.it/TRASP_DG20180000632ver03.pdf;60;10;0
633;09/10/2018;Adempimenti contabili per l'esecuzione della DGR del 6 febbraio 2018, n. 55. Istituzione capitoli ed iscrizione ai sensi dell'art. 11 comma 4 lettera a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018 in termini di competenza e di cassa nell'ambito della Missione 10 del Bilancio regionale 2018-2020.;http://trasparenza.regione.campania.it/PD20180022052_006907715.pdf;50;8;1
633;09/10/2018;Adempimenti contabili per l'esecuzione della DGR del 6 febbraio 2018, n. 55. Istituzione capitoli ed iscrizione ai sensi dell'art. 11 comma 4 lettera a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018 in termini di competenza e di cassa nell'ambito della Missione 10 del Bilancio regionale 2018-2020.;http://trasparenza.regione.campania.it/PD20180022052_006907718.pdf;50;8;1
633;09/10/2018;Adempimenti contabili per l'esecuzione della DGR del 6 febbraio 2018, n. 55. Istituzione capitoli ed iscrizione ai sensi dell'art. 11 comma 4 lettera a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018 in termini di competenza e di cassa nell'ambito della Missione 10 del Bilancio regionale 2018-2020.;http://trasparenza.regione.campania.it/TRASP_DG20180000633ver03.pdf;50;8;1
634;09/10/2018;POR FESR 2014-2020 - D.G.R. N. 101/2018 E D.G.R. N. 605 DEL 02/10/2018 . APQ ""LA CULTURA NELLA CITT�"". ISTITUZIONE E DOTAZIONE FINANZIARIA CAPITOLI DI SPESA DELLA DIREZIONE GENERALE RICERCA, UNIVERSIT� ED INNOVAZIONE, AI SENSI DELL'ART. 11, COMMA 4, LETT. A) DEL REGOLAMENTO REGIONALE 7 GIUGNO 2018, N. 5.;http://trasparenza.regione.campania.it/PD20180022044_006907722.pdf;50;10;0
634;09/10/2018;POR FESR 2014-2020 - D.G.R. N. 101/2018 E D.G.R. N. 605 DEL 02/10/2018 . APQ ""LA CULTURA NELLA CITT�"". ISTITUZIONE E DOTAZIONE FINANZIARIA CAPITOLI DI SPESA DELLA DIREZIONE GENERALE RICERCA, UNIVERSIT� ED INNOVAZIONE, AI SENSI DELL'ART. 11, COMMA 4, LETT. A) DEL REGOLAMENTO REGIONALE 7 GIUGNO 2018, N. 5.;http://trasparenza.regione.campania.it/PD20180022044_006907723.pdf;50;10;0
634;09/10/2018;POR FESR 2014-2020 - D.G.R. N. 101/2018 E D.G.R. N. 605 DEL 02/10/2018 . APQ ""LA CULTURA NELLA CITT�"". ISTITUZIONE E DOTAZIONE FINANZIARIA CAPITOLI DI SPESA DELLA DIREZIONE GENERALE RICERCA, UNIVERSIT� ED INNOVAZIONE, AI SENSI DELL'ART. 11, COMMA 4, LETT. A) DEL REGOLAMENTO REGIONALE 7 GIUGNO 2018, N. 5.;http://trasparenza.regione.campania.it/PD20180022044_006907724.pdf;50;10;0
634;09/10/2018;POR FESR 2014-2020 - D.G.R. N. 101/2018 E D.G.R. N. 605 DEL 02/10/2018 . APQ ""LA CULTURA NELLA CITT�"". ISTITUZIONE E DOTAZIONE FINANZIARIA CAPITOLI DI SPESA DELLA DIREZIONE GENERALE RICERCA, UNIVERSIT� ED INNOVAZIONE, AI SENSI DELL'ART. 11, COMMA 4, LETT. A) DEL REGOLAMENTO REGIONALE 7 GIUGNO 2018, N. 5.;http://trasparenza.regione.campania.it/TRASP_DG20180000634ver03.pdf;50;10;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/PD20180012001_006907837.pdf;50;3;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/PD20180012001_006907838.pdf;50;3;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/PD20180012001_006907839.pdf;50;3;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/PD20180012001_006907840.pdf;50;3;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/PD20180012001_006907842.pdf;50;3;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/PD20180012001_006907843.pdf;50;3;0
636;09/10/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento della legittimita' di debiti fuori bilancio ai sensi dell'art. 73 del D.lgs 118/2011. Variazione di bilancio ai sensi dell'art.11, comma 4, lettera f) del Regolamento di Contabilita' Regionale n. 5 del 07/06/2018.  Istituzione nuovo capitolo. Importo complessivo del riconoscimento euro 33.918,37;http://trasparenza.regione.campania.it/TRASP_DG20180000636ver03.pdf;50;3;0
637;09/10/2018;Proposta di disegno di legge al Consiglio regionale per il riconoscimento della legittimita' dei debiti fuori bilancio ai sensi dell'art. 73, comma 1, lett a) del D.lgs 23 giugno 2011 n 118 e ss.mm.ii. Importo complessivo euro 73.048,03.;http://trasparenza.regione.campania.it/PD20180020353_006907854.pdf;50;7;13
637;09/10/2018;Proposta di disegno di legge al Consiglio regionale per il riconoscimento della legittimita' dei debiti fuori bilancio ai sensi dell'art. 73, comma 1, lett a) del D.lgs 23 giugno 2011 n 118 e ss.mm.ii. Importo complessivo euro 73.048,03.;http://trasparenza.regione.campania.it/PD20180020353_006907855.pdf;50;7;13
637;09/10/2018;Proposta di disegno di legge al Consiglio regionale per il riconoscimento della legittimita' dei debiti fuori bilancio ai sensi dell'art. 73, comma 1, lett a) del D.lgs 23 giugno 2011 n 118 e ss.mm.ii. Importo complessivo euro 73.048,03.;http://trasparenza.regione.campania.it/PD20180020353_006907856.pdf;50;7;13
637;09/10/2018;Proposta di disegno di legge al Consiglio regionale per il riconoscimento della legittimita' dei debiti fuori bilancio ai sensi dell'art. 73, comma 1, lett a) del D.lgs 23 giugno 2011 n 118 e ss.mm.ii. Importo complessivo euro 73.048,03.;http://trasparenza.regione.campania.it/PD20180020353_006907857.pdf;50;7;13
637;09/10/2018;Proposta di disegno di legge al Consiglio regionale per il riconoscimento della legittimita' dei debiti fuori bilancio ai sensi dell'art. 73, comma 1, lett a) del D.lgs 23 giugno 2011 n 118 e ss.mm.ii. Importo complessivo euro 73.048,03.;http://trasparenza.regione.campania.it/PD20180020353_006907858.pdf;50;7;13
637;09/10/2018;Proposta di disegno di legge al Consiglio regionale per il riconoscimento della legittimita' dei debiti fuori bilancio ai sensi dell'art. 73, comma 1, lett a) del D.lgs 23 giugno 2011 n 118 e ss.mm.ii. Importo complessivo euro 73.048,03.;http://trasparenza.regione.campania.it/TRASP_DG20180000637ver03.pdf;50;7;13
638;09/10/2018;Proposta al Consiglio regionale di disegno di legge per il riconoscimento della legittimita di debito fuori bilancio derivati da provvedimenti giudiziali in materia di prestazioni professionali;http://trasparenza.regione.campania.it/PD20180020630_006907886.pdf;50;9;95
638;09/10/2018;Proposta al Consiglio regionale di disegno di legge per il riconoscimento della legittimita di debito fuori bilancio derivati da provvedimenti giudiziali in materia di prestazioni professionali;http://trasparenza.regione.campania.it/TRASP_DG20180000638ver03.pdf;50;9;95
650;16/10/2018;Art. 13, L.r. n. 4/03 - Transazione Consorzio Generale di Bonifica del Bacino Inferiore del Volturno.;http://trasparenza.regione.campania.it/PD20180022337_006918072.pdf;50;7;3
650;16/10/2018;Art. 13, L.r. n. 4/03 - Transazione Consorzio Generale di Bonifica del Bacino Inferiore del Volturno.;http://trasparenza.regione.campania.it/TRASP_DG20180000650ver03.pdf;50;7;3
651;16/10/2018;Art. 12, comma 1 del Regolamento di contabilita' della Regione Campania n. 5 del 07 giugno 2018. Variazione compensativa al Bilancio di previsione gestionale per l'esercizio finanziario 2018 per il ""Servizio di assistenza tecnica alle attivita' di coordinamento, attuazione, monitoraggio, controllo del Programma di Sviluppo Rurale per il periodo 2007-2013 e di programmazione, avvio, coordinamento, attuazione, monitoraggio e controllo del Programma di Sviluppo Rurale 2014-2020 e chiusura del Programma di Sviluppo Rurale 2007-2013"".;http://trasparenza.regione.campania.it/PD20180022341_006918091.pdf;50;7;9
651;16/10/2018;Art. 12, comma 1 del Regolamento di contabilita' della Regione Campania n. 5 del 07 giugno 2018. Variazione compensativa al Bilancio di previsione gestionale per l'esercizio finanziario 2018 per il ""Servizio di assistenza tecnica alle attivita' di coordinamento, attuazione, monitoraggio, controllo del Programma di Sviluppo Rurale per il periodo 2007-2013 e di programmazione, avvio, coordinamento, attuazione, monitoraggio e controllo del Programma di Sviluppo Rurale 2014-2020 e chiusura del Programma di Sviluppo Rurale 2007-2013"".;http://trasparenza.regione.campania.it/TRASP_DG20180000651ver03.pdf;50;7;9
652;16/10/2018;ACQUISIZIONE IN BILANCIO PER L'ESERCIZIO FINANZIARIO 2018, AI SENSI DELL'ART. 11 COMMA 4 LETTERA A) DEL REGOLAMENTO DI CONTABILIT� REGIONALE DEL 7 GIUGNO 2018, N. 5 - FONDO INTEGRATIVO STATALE PER LA CONCESSIONE DI BORSE DI STUDIO.;http://trasparenza.regione.campania.it/PD20180022354_006918415.pdf;50;10;1
652;16/10/2018;ACQUISIZIONE IN BILANCIO PER L'ESERCIZIO FINANZIARIO 2018, AI SENSI DELL'ART. 11 COMMA 4 LETTERA A) DEL REGOLAMENTO DI CONTABILIT� REGIONALE DEL 7 GIUGNO 2018, N. 5 - FONDO INTEGRATIVO STATALE PER LA CONCESSIONE DI BORSE DI STUDIO.;http://trasparenza.regione.campania.it/PD20180022354_006918625.pdf;50;10;1
652;16/10/2018;ACQUISIZIONE IN BILANCIO PER L'ESERCIZIO FINANZIARIO 2018, AI SENSI DELL'ART. 11 COMMA 4 LETTERA A) DEL REGOLAMENTO DI CONTABILIT� REGIONALE DEL 7 GIUGNO 2018, N. 5 - FONDO INTEGRATIVO STATALE PER LA CONCESSIONE DI BORSE DI STUDIO.;http://trasparenza.regione.campania.it/TRASP_DG20180000652ver03.pdf;50;10;1
653;16/10/2018;Variazione compensativa ai sensi dell'art. 12 co. 1 del Regolamento di contabilita' regionale n. 5/2018.;http://trasparenza.regione.campania.it/PD20180022373_006936548.pdf;50;9;0
653;16/10/2018;Variazione compensativa ai sensi dell'art. 12 co. 1 del Regolamento di contabilita' regionale n. 5/2018.;http://trasparenza.regione.campania.it/TRASP_DG20180000653ver11.pdf;50;9;0
654;16/10/2018;Variazione al bilancio gestionale 2018 ai sensi dell'art. 11, comma 4, lettera a) del Regolamento regionale 7 giugno 2018, n. 5.;http://trasparenza.regione.campania.it/PD20180022385_006918121.pdf;50;4;11
654;16/10/2018;Variazione al bilancio gestionale 2018 ai sensi dell'art. 11, comma 4, lettera a) del Regolamento regionale 7 giugno 2018, n. 5.;http://trasparenza.regione.campania.it/TRASP_DG20180000654ver03.pdf;50;4;11
655;16/10/2018;Iscrizione di risorse nel bilancio di previsione finanziario 2018 - 2020 ai sensi dell'art. 11, comma 4, lett a) del Regolamento regionale n. 5 del 7 giugno 2018. Contributo L.210/92. ""Funzioni amministrative in materia di salute umana"".;http://trasparenza.regione.campania.it/PD20180022539_006918145.pdf;50;4;0
655;16/10/2018;Iscrizione di risorse nel bilancio di previsione finanziario 2018 - 2020 ai sensi dell'art. 11, comma 4, lett a) del Regolamento regionale n. 5 del 7 giugno 2018. Contributo L.210/92. ""Funzioni amministrative in materia di salute umana"".;http://trasparenza.regione.campania.it/TRASP_DG20180000655ver03.pdf;50;4;0
656;16/10/2018;POR Campania FSE 2014-2020. Istituzione capitoli di spesa ed iscrizione in bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018, in attuazione alla DGR n. 625 del 09/10/2018.;http://trasparenza.regione.campania.it/PD20180022792_006920948.pdf;50;1;1
656;16/10/2018;POR Campania FSE 2014-2020. Istituzione capitoli di spesa ed iscrizione in bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018, in attuazione alla DGR n. 625 del 09/10/2018.;http://trasparenza.regione.campania.it/PD20180022792_006920949.pdf;50;1;1
656;16/10/2018;POR Campania FSE 2014-2020. Istituzione capitoli di spesa ed iscrizione in bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018, in attuazione alla DGR n. 625 del 09/10/2018.;http://trasparenza.regione.campania.it/PD20180022792_006920950.pdf;50;1;1
656;16/10/2018;POR Campania FSE 2014-2020. Istituzione capitoli di spesa ed iscrizione in bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018, in attuazione alla DGR n. 625 del 09/10/2018.;http://trasparenza.regione.campania.it/TRASP_DG20180000656ver12.pdf;50;1;1
657;16/10/2018;Variazione compensativa ed istituzione capitolo di spesa ex art. 12, comma 1, del vigente Regolamento di contabilita' della Regione Campania.;http://trasparenza.regione.campania.it/PD20180022704_006918469.pdf;50;17;3
657;16/10/2018;Variazione compensativa ed istituzione capitolo di spesa ex art. 12, comma 1, del vigente Regolamento di contabilita' della Regione Campania.;http://trasparenza.regione.campania.it/PD20180022704_006918470.pdf;50;17;3
657;16/10/2018;Variazione compensativa ed istituzione capitolo di spesa ex art. 12, comma 1, del vigente Regolamento di contabilita' della Regione Campania.;http://trasparenza.regione.campania.it/TRASP_DG20180000657ver03.pdf;50;17;3
666;25/10/2018;Programmazione delle attivita' relative all'Obiettivo Specifico 9.3 Azione 9.3.8 del POR-FESR 2014-2020. Istituzione capitolo di spesa e iscrizione di risorse nel Bilancio di Previsione finanziario 2018-2020 ed al Bilancio Gestionale 2018-2020, ai sensi dell'Art. 11, comma 4, lettera A) del Regolamento regionale 7 giugno 2018, n. 5.;http://trasparenza.regione.campania.it/PD20180022516_006931497.pdf;50;4;12
666;25/10/2018;Programmazione delle attivita' relative all'Obiettivo Specifico 9.3 Azione 9.3.8 del POR-FESR 2014-2020. Istituzione capitolo di spesa e iscrizione di risorse nel Bilancio di Previsione finanziario 2018-2020 ed al Bilancio Gestionale 2018-2020, ai sensi dell'Art. 11, comma 4, lettera A) del Regolamento regionale 7 giugno 2018, n. 5.;http://trasparenza.regione.campania.it/PD20180022516_006931498.pdf;50;4;12
666;25/10/2018;Programmazione delle attivita' relative all'Obiettivo Specifico 9.3 Azione 9.3.8 del POR-FESR 2014-2020. Istituzione capitolo di spesa e iscrizione di risorse nel Bilancio di Previsione finanziario 2018-2020 ed al Bilancio Gestionale 2018-2020, ai sensi dell'Art. 11, comma 4, lettera A) del Regolamento regionale 7 giugno 2018, n. 5.;http://trasparenza.regione.campania.it/PD20180022516_006931499.pdf;50;4;12
666;25/10/2018;Programmazione delle attivita' relative all'Obiettivo Specifico 9.3 Azione 9.3.8 del POR-FESR 2014-2020. Istituzione capitolo di spesa e iscrizione di risorse nel Bilancio di Previsione finanziario 2018-2020 ed al Bilancio Gestionale 2018-2020, ai sensi dell'Art. 11, comma 4, lettera A) del Regolamento regionale 7 giugno 2018, n. 5.;http://trasparenza.regione.campania.it/TRASP_DG20180000666ver03.pdf;50;4;12
670;25/10/2018;POR Campania FESR 2014/2020 - Determinazioni. Interventi urgenti per il miglioramento del servizio idrico integrato.Integrazione finanziaria della DGR n. 323 del 22.05.2018. Iscrizione di risorse ai sensi dell'art. 11, co. 4, lett. a) del regolamento di contabilita' regionale.;http://trasparenza.regione.campania.it/PD20180023208_006931519.pdf;50;3;0
670;25/10/2018;POR Campania FESR 2014/2020 - Determinazioni. Interventi urgenti per il miglioramento del servizio idrico integrato.Integrazione finanziaria della DGR n. 323 del 22.05.2018. Iscrizione di risorse ai sensi dell'art. 11, co. 4, lett. a) del regolamento di contabilita' regionale.;http://trasparenza.regione.campania.it/PD20180023208_006931520.pdf;50;3;0
670;25/10/2018;POR Campania FESR 2014/2020 - Determinazioni. Interventi urgenti per il miglioramento del servizio idrico integrato.Integrazione finanziaria della DGR n. 323 del 22.05.2018. Iscrizione di risorse ai sensi dell'art. 11, co. 4, lett. a) del regolamento di contabilita' regionale.;http://trasparenza.regione.campania.it/TRASP_DG20180000670ver03.pdf;50;3;0
674;25/10/2018;Utilizzo quote di avanzo di amministrazione accantonato ai sensi dell'articolo 1, comma 468 bis) della legge n. 232/2016, come introdotto dall'articolo 26, comma 1, lettera c) del D.L. n. 50/2017 convertito con modificazioni in legge n. 96/2017.;http://trasparenza.regione.campania.it/PD20180023660_006936440.pdf;50;13;91
674;25/10/2018;Utilizzo quote di avanzo di amministrazione accantonato ai sensi dell'articolo 1, comma 468 bis) della legge n. 232/2016, come introdotto dall'articolo 26, comma 1, lettera c) del D.L. n. 50/2017 convertito con modificazioni in legge n. 96/2017.;http://trasparenza.regione.campania.it/PD20180023660_006936441.pdf;50;13;91
674;25/10/2018;Utilizzo quote di avanzo di amministrazione accantonato ai sensi dell'articolo 1, comma 468 bis) della legge n. 232/2016, come introdotto dall'articolo 26, comma 1, lettera c) del D.L. n. 50/2017 convertito con modificazioni in legge n. 96/2017.;http://trasparenza.regione.campania.it/PD20180023660_006936442.pdf;50;13;91
674;25/10/2018;Utilizzo quote di avanzo di amministrazione accantonato ai sensi dell'articolo 1, comma 468 bis) della legge n. 232/2016, come introdotto dall'articolo 26, comma 1, lettera c) del D.L. n. 50/2017 convertito con modificazioni in legge n. 96/2017.;http://trasparenza.regione.campania.it/PD20180023660_006936443.pdf;50;13;91
674;25/10/2018;Utilizzo quote di avanzo di amministrazione accantonato ai sensi dell'articolo 1, comma 468 bis) della legge n. 232/2016, come introdotto dall'articolo 26, comma 1, lettera c) del D.L. n. 50/2017 convertito con modificazioni in legge n. 96/2017.;http://trasparenza.regione.campania.it/TRASP_DG20180000674ver08.pdf;50;13;91
675;25/10/2018;Revoca DGR n.813-2017 e contestuale iscrizione in bilancio regionale della somma di euro 4.044.380,82 ai fini del rimborso delle spese quietanzate e certificate sul POR Campania FESR 2007/2013 - beneficiario: Ente Parco Nazionale del Cilento e Vallo di Diano.;http://trasparenza.regione.campania.it/PD20180023006_006931523.pdf;50;6;7
675;25/10/2018;Revoca DGR n.813-2017 e contestuale iscrizione in bilancio regionale della somma di euro 4.044.380,82 ai fini del rimborso delle spese quietanzate e certificate sul POR Campania FESR 2007/2013 - beneficiario: Ente Parco Nazionale del Cilento e Vallo di Diano.;http://trasparenza.regione.campania.it/TRASP_DG20180000675ver03.pdf;50;6;7
676;25/10/2018;Istituzione capitolo di spesa e prelevamento dal fondo di riserva per le spese impreviste di cui all'art. 48, lettera b) del D.Lgs. 118/2011.;http://trasparenza.regione.campania.it/PD20180021119_006931525.pdf;70;7;0
676;25/10/2018;Istituzione capitolo di spesa e prelevamento dal fondo di riserva per le spese impreviste di cui all'art. 48, lettera b) del D.Lgs. 118/2011.;http://trasparenza.regione.campania.it/PD20180021119_006931526.pdf;70;7;0
676;25/10/2018;Istituzione capitolo di spesa e prelevamento dal fondo di riserva per le spese impreviste di cui all'art. 48, lettera b) del D.Lgs. 118/2011.;http://trasparenza.regione.campania.it/TRASP_DG20180000676ver03.pdf;70;7;0
677;25/10/2018;Determinazioni contabili per l'esecuzione della DGR del 8 maggio 2018, n. 267. Istituzione capitoli ed iscrizione ai sensi dell'art. 11 comma 4 lettera a) del Regolamento di Contabilita' regionale n. 5 del 07/06/2018 in termini di competenza e di cassa nell'ambito della Missione 10 del Bilancio regionale 2018-2020 di cui alla Delibera Cipe 54 del 2016.;http://trasparenza.regione.campania.it/PD20180023428_006931529.pdf;50;8;5
677;25/10/2018;Determinazioni contabili per l'esecuzione della DGR del 8 maggio 2018, n. 267. Istituzione capitoli ed iscrizione ai sensi dell'art. 11 comma 4 lettera a) del Regolamento di Contabilita' regionale n. 5 del 07/06/2018 in termini di competenza e di cassa nell'ambito della Missione 10 del Bilancio regionale 2018-2020 di cui alla Delibera Cipe 54 del 2016.;http://trasparenza.regione.campania.it/PD20180023428_006931530.pdf;50;8;5
677;25/10/2018;Determinazioni contabili per l'esecuzione della DGR del 8 maggio 2018, n. 267. Istituzione capitoli ed iscrizione ai sensi dell'art. 11 comma 4 lettera a) del Regolamento di Contabilita' regionale n. 5 del 07/06/2018 in termini di competenza e di cassa nell'ambito della Missione 10 del Bilancio regionale 2018-2020 di cui alla Delibera Cipe 54 del 2016.;http://trasparenza.regione.campania.it/TRASP_DG20180000677ver03.pdf;50;8;5
678;25/10/2018;Acquisizione di risorse in bilancio regionale per il completamento del Piano degli interventi ex O.M.I. n. 2499/97, del Piano degli interventi ex O.P.C.M. n. 3681/2011, del Piano degli interventi O.P.C.M. 3088/2000 e della ""ricostruzione alloggi"" - Contributi di cui ai Piani degli interventi ex O.P.C.M. 3088/2000 e 3681/2011.;http://trasparenza.regione.campania.it/PD20180023498_006931537.pdf;60;6;0
678;25/10/2018;Acquisizione di risorse in bilancio regionale per il completamento del Piano degli interventi ex O.M.I. n. 2499/97, del Piano degli interventi ex O.P.C.M. n. 3681/2011, del Piano degli interventi O.P.C.M. 3088/2000 e della ""ricostruzione alloggi"" - Contributi di cui ai Piani degli interventi ex O.P.C.M. 3088/2000 e 3681/2011.;http://trasparenza.regione.campania.it/PD20180023498_006931538.pdf;60;6;0
678;25/10/2018;Acquisizione di risorse in bilancio regionale per il completamento del Piano degli interventi ex O.M.I. n. 2499/97, del Piano degli interventi ex O.P.C.M. n. 3681/2011, del Piano degli interventi O.P.C.M. 3088/2000 e della ""ricostruzione alloggi"" - Contributi di cui ai Piani degli interventi ex O.P.C.M. 3088/2000 e 3681/2011.;http://trasparenza.regione.campania.it/TRASP_DG20180000678ver03.pdf;60;6;0
679;25/10/2018;Consorzio Aurunco di Bonifica - Assegnazione temporanea delle competenze al Consorzio di Bonifica delle Paludi di Napoli e Volla - Prelievo dal fondo spese impreviste esercizio finanziario 2018 (con allegato).;http://trasparenza.regione.campania.it/PD20180023733_006946504.pdf;50;7;3
679;25/10/2018;Consorzio Aurunco di Bonifica - Assegnazione temporanea delle competenze al Consorzio di Bonifica delle Paludi di Napoli e Volla - Prelievo dal fondo spese impreviste esercizio finanziario 2018 (con allegato).;http://trasparenza.regione.campania.it/PD20180023733_006946505.pdf;50;7;3
679;25/10/2018;Consorzio Aurunco di Bonifica - Assegnazione temporanea delle competenze al Consorzio di Bonifica delle Paludi di Napoli e Volla - Prelievo dal fondo spese impreviste esercizio finanziario 2018 (con allegato).;http://trasparenza.regione.campania.it/TRASP_DG20180000679ver10.pdf;50;7;3
680;25/10/2018;Variazione di bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento regionale 7 giugno 2018 n. 5, in termini di competenza e di cassa.;http://trasparenza.regione.campania.it/PD20180023222_006933583.pdf;50;11;1
680;25/10/2018;Variazione di bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento regionale 7 giugno 2018 n. 5, in termini di competenza e di cassa.;http://trasparenza.regione.campania.it/TRASP_DG20180000680ver03.pdf;50;11;1
681;25/10/2018;POR Campania FESR 2014-2020 ASSE 1-OT1 Interventi Potenziamento del Sistema regionali delle Infrastrutture di ricerca per la lotta alle patologie oncologiche e Piattaforme tecnologiche di ricerca collaborativa per la lotta alle patologie oncologiche - Variazione ai sensi dell'art. 11 comma 4, lett b) del Regolamento regionale 7 giugno 2018, n.5.;http://trasparenza.regione.campania.it/PD20180023431_006934592.pdf;50;10;93
681;25/10/2018;POR Campania FESR 2014-2020 ASSE 1-OT1 Interventi Potenziamento del Sistema regionali delle Infrastrutture di ricerca per la lotta alle patologie oncologiche e Piattaforme tecnologiche di ricerca collaborativa per la lotta alle patologie oncologiche - Variazione ai sensi dell'art. 11 comma 4, lett b) del Regolamento regionale 7 giugno 2018, n.5.;http://trasparenza.regione.campania.it/PD20180023431_006934593.pdf;50;10;93
681;25/10/2018;POR Campania FESR 2014-2020 ASSE 1-OT1 Interventi Potenziamento del Sistema regionali delle Infrastrutture di ricerca per la lotta alle patologie oncologiche e Piattaforme tecnologiche di ricerca collaborativa per la lotta alle patologie oncologiche - Variazione ai sensi dell'art. 11 comma 4, lett b) del Regolamento regionale 7 giugno 2018, n.5.;http://trasparenza.regione.campania.it/TRASP_DG20180000681ver07.pdf;50;10;93
